0.00000,0.00314,0.00001,0.00066,0.00000,0.00314,59709041,-4.71028,-3.88695
0.00000,0.00315,-0.01986,-0.06033,0.00000,0.00314,59710208,-4.44037,-5.26370
-0.00018,0.00284,-0.03855,-0.11612,-0.00026,0.00314,59716874,4.71028,3.88694
-0.00025,0.00234,-0.01848,-0.05243,0.00009,0.00314,59723544,-4.71027,-5.53360
-0.00040,0.00229,-0.03832,-0.11180,-0.00044,0.00314,59730218,3.33611,2.51278
-0.00042,0.00197,-0.02389,-0.06606,0.00000,0.00314,59736889,-4.30736,-5.13069
-0.00056,0.00112,-0.04198,-0.12058,-0.00053,0.00000,59743561,4.71026,3.88693
-0.00057,0.00023,-0.02155,-0.05739,-0.00009,0.00000,59750234,0.63048,-0.19285
-0.00051,-0.00011,-0.01845,-0.04766,-0.00018,0.00000,59756905,0.56956,-0.25377
-0.00047,0.00054,-0.01564,-0.03834,-0.00018,0.00314,59763578,-4.39986,-5.22319
-0.00052,0.00106,-0.03406,-0.09380,-0.00044,0.00314,59770249,1.95521,1.13187
-0.00051,0.00118,-0.02509,-0.06619,-0.00009,0.00314,59776922,-3.38070,-4.20403
-0.00059,0.00139,-0.03905,-0.10824,-0.00044,0.00314,59783595,2.10647,1.28314
-0.00057,0.00134,-0.02919,-0.07859,-0.00009,0.00314,59790266,-2.37923,-3.20256
-0.00061,0.00145,-0.03867,-0.10753,-0.00035,0.00314,59796938,1.92579,1.10246
-0.00061,0.00139,-0.02955,-0.08024,-0.00018,0.00314,59803610,-2.11363,-2.93696
-0.00064,0.00148,-0.03777,-0.10571,-0.00035,0.00314,59810281,1.98815,1.16482
-0.00059,0.00142,-0.02813,-0.07762,-0.00009,0.00314,59816954,-1.44264,-2.26597
-0.00058,0.00151,-0.03338,-0.09435,-0.00026,0.00314,59823626,1.51248,0.68915
-0.00054,0.00150,-0.02578,-0.07249,-0.00009,0.00314,59830297,-1.06671,-1.89004
-0.00054,0.00160,-0.02950,-0.08433,-0.00026,0.00314,59836970,0.83677,0.01343
-0.00049,0.00161,-0.02480,-0.07131,-0.00009,0.00314,59843641,-0.34205,-1.16538
-0.00048,0.00168,-0.02535,-0.07370,-0.00018,0.00314,59850314,0.29358,-0.52975
-0.00047,0.00172,-0.02322,-0.06779,-0.00018,0.00314,59856986,-0.46838,-1.29171
-0.00045,0.00178,-0.02433,-0.07184,-0.00018,0.00314,59863658,0.46923,-0.35410
-0.00042,0.00180,-0.02130,-0.06364,-0.00009,0.00314,59870330,-0.17577,-0.99910
-0.00041,0.00186,-0.02127,-0.06388,-0.00018,0.00314,59877002,-0.16104,-0.98438
-0.00038,0.00190,-0.02100,-0.06392,-0.00009,0.00314,59883674,0.42136,-0.40197
-0.00035,0.00193,-0.01833,-0.05636,-0.00009,0.00314,59890346,-0.49983,-1.32316
-0.00036,0.00198,-0.01980,-0.06084,-0.00018,0.00314,59897018,-0.04328,-0.86661
-0.00034,0.00201,-0.01911,-0.05935,-0.00009,0.00314,59903690,0.11854,-0.70479
-0.00032,0.00203,-0.01779,-0.05575,-0.00009,0.00314,59910361,-0.23256,-1.05589
-0.00031,0.00206,-0.01800,-0.05673,-0.00009,0.00314,59917034,0.09307,-0.73026
-0.00030,0.00208,-0.01686,-0.05347,-0.00009,0.00314,59923706,-0.36714,-1.19047
-0.00029,0.00211,-0.01769,-0.05622,-0.00009,0.00314,59930377,0.15504,-0.66829
-0.00028,0.00212,-0.01632,-0.05214,-0.00009,0.00314,59937050,-0.50052,-1.32385
-0.00028,0.00214,-0.01774,-0.05663,-0.00009,0.00314,59943722,0.28684,-0.53649
-0.00028,0.00214,-0.01583,-0.05084,-0.00009,0.00314,59950394,-0.67387,-1.49721
-0.00030,0.00217,-0.01819,-0.05759,-0.00018,0.00314,59957066,-0.06783,-0.89116
-0.00030,0.00215,-0.01770,-0.05641,-0.00009,0.00314,59963738,0.05586,-0.76748
-0.00029,0.00301,-0.01678,-0.05319,-0.00009,0.00628,59970410,-4.71028,-5.53361
-0.00038,0.00364,-0.03658,-0.11207,-0.00035,0.00628,59977081,0.97149,0.14815
-0.00046,0.00382,-0.03145,-0.09664,-0.00018,0.00628,59983754,-2.64347,-3.46681
-0.00058,0.00402,-0.04208,-0.12838,-0.00044,0.00628,59990425,0.84213,0.01879
-0.00067,0.00402,-0.03734,-0.11456,-0.00035,0.00628,59997097,-1.42469,-2.24802
-0.00077,0.00408,-0.04244,-0.13034,-0.00053,0.00628,60003769,0.70422,-0.11912
-0.00085,0.00319,-0.03816,-0.11876,-0.00053,0.00314,60010441,3.50885,2.68552
-0.00085,0.00260,-0.02174,-0.07070,-0.00044,0.00314,60017114,-0.60718,-1.43052
-0.00082,0.00326,-0.02327,-0.07606,-0.00053,0.00628,60023785,-2.13796,-2.96129
